SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 25 11:26:29 EDT 2013
User: price-jones
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 100000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
365.73	227.03
365.92	227.03
366.12	227.03
366.32	154.48
366.52	149.79
366.72	105.32
366.91	117.03
367.11	161.50
367.31	217.67
367.51	180.22
367.70	133.41
367.90	135.75
368.10	81.92
368.30	81.92
368.49	182.56
368.69	191.92
368.89	147.45
369.09	135.75
369.28	208.31
369.48	215.33
369.68	201.29
369.87	227.03
370.07	175.54
370.27	250.44
370.47	337.04
370.66	568.75
370.86	547.69
371.06	671.73
371.25	695.14
371.45	725.57
371.65	755.99
371.84	629.60
372.04	690.46
372.24	767.70
372.44	746.63
372.63	744.29
372.83	809.83
373.03	795.78
373.22	812.17
373.42	791.10
373.62	826.21
373.81	753.65
374.01	851.96
374.21	800.46
374.40	800.46
374.60	861.32
374.79	807.48
374.99	870.68
375.19	788.76
375.38	863.66
375.58	896.43
375.78	898.77
375.97	830.89
376.17	978.34
376.37	847.27
376.56	858.98
376.76	882.38
376.95	854.30
377.15	966.64
377.35	924.51
377.54	889.40
377.74	957.28
377.93	884.72
378.13	931.53
378.33	1001.75
378.52	950.26
378.72	940.90
378.91	936.21
379.11	922.17
379.31	947.92
379.50	952.60
379.70	1050.90
379.89	936.21
380.09	903.45
380.28	990.05
380.48	940.90
380.68	997.07
380.87	940.90
381.07	1046.22
381.26	1076.65
381.46	1067.28
381.65	1034.52
381.85	973.66
382.04	1043.88
382.24	938.55
382.43	1039.20
382.63	1036.86
382.83	1020.47
383.02	1146.86
383.22	1083.67
383.41	1116.44
383.61	1088.35
383.80	1153.88
384.00	1095.37
384.19	1090.69
384.39	1123.46
384.58	1062.60
384.78	1046.22
384.97	1146.86
385.17	1200.69
385.36	1083.67
385.56	1093.03
385.75	1184.31
385.95	1165.59
386.14	1128.14
386.34	1177.29
386.53	1256.87
386.72	1132.82
386.92	1200.69
387.11	1263.89
387.31	1259.21
387.50	1203.04
387.70	1315.38
387.89	1352.83
388.09	1284.95
388.28	1261.55
388.48	1287.29
388.67	1270.91
388.86	1336.45
389.06	1362.19
389.25	1336.45
389.45	1322.40
389.64	1343.47
389.84	1476.88
390.03	1411.34
390.22	1357.51
390.42	1378.58
390.61	1430.07
390.81	1331.76
391.00	1404.32
391.19	1453.47
391.39	1441.77
391.58	1519.01
391.78	1448.79
391.97	1453.47
392.16	1519.01
392.36	1617.31
392.55	1481.56
392.75	1423.05
392.94	1535.39
393.13	1462.83
393.33	1533.05
393.52	1565.82
393.71	1544.75
393.91	1631.35
394.10	1568.16
394.29	1607.95
394.49	1556.46
394.68	1554.12
394.88	1614.97
395.07	1652.42
395.26	1610.29
395.46	1668.80
395.65	1668.80
395.84	1647.74
396.04	1804.55
396.23	1664.12
396.42	1769.44
396.62	1722.63
396.81	1685.19
397.00	1713.27
397.19	1809.23
397.39	1741.36
397.58	1764.76
397.77	1785.83
397.97	1832.64
398.16	1879.45
398.35	1856.04
398.55	1886.47
398.74	1989.46
398.93	1940.30
399.12	1919.24
399.32	1839.66
399.51	1891.15
399.70	2043.29
399.90	2064.35
400.09	2071.37
400.28	2078.40
400.47	1888.81
400.67	2106.48
400.86	2087.76
401.05	2090.10
401.24	2113.50
401.44	2104.14
401.63	2099.46
401.82	2143.93
402.01	2165.00
402.21	2115.84
402.40	2143.93
402.59	2120.53
402.78	2211.81
402.97	2214.15
403.17	2244.57
403.36	2223.51
403.55	2253.94
403.74	2363.94
403.93	2310.11
404.13	2452.88
404.32	2291.38
404.51	2389.69
404.70	2441.18
404.89	2473.95
405.09	2438.84
405.28	2499.69
405.47	2469.27
405.66	2438.84
405.85	2499.69
406.05	2471.61
406.24	2576.93
406.43	2553.52
406.62	2516.08
406.81	2612.04
407.00	2590.97
407.20	2572.25
407.39	2663.53
407.58	2691.62
407.77	2700.98
407.96	2609.70
408.15	2691.62
408.34	2644.81
408.54	2633.10
408.73	2712.68
408.92	2782.90
409.11	2874.18
409.30	2885.88
409.49	2789.92
409.68	2979.50
409.87	2818.00
410.07	2853.11
410.26	2988.86
410.45	3005.25
410.64	3089.51
410.83	2979.50
411.02	3183.13
411.21	3183.13
411.40	3082.49
411.59	3267.39
411.78	3194.83
411.98	3133.98
412.17	3267.39
412.36	3335.26
412.55	3365.69
412.74	3361.01
412.93	3393.78
413.12	3442.93
413.31	3545.91
413.50	3358.67
413.69	3428.88
413.88	3578.68
414.07	3590.38
414.26	3653.58
414.45	3691.02
414.64	3569.32
414.83	3735.50
415.02	3665.28
415.22	3777.62
415.41	3765.92
415.60	3737.84
415.79	3721.45
415.98	3911.04
416.17	3873.59
416.36	3906.35
416.55	4002.32
416.74	4063.17
416.93	4030.40
417.12	3978.91
417.31	4196.58
417.50	4194.24
417.69	4241.05
417.88	4175.52
418.07	4238.71
418.26	4269.14
418.45	4344.03
418.64	4435.32
418.83	4470.42
419.02	4390.84
419.21	4379.14
419.39	4533.62
419.58	4444.68
419.77	4519.57
419.96	4372.12
420.15	4645.96
420.34	4456.38
420.53	4650.64
420.72	4636.60
420.91	4772.35
421.10	4812.14
421.29	4746.61
421.48	4807.46
421.67	4746.61
421.86	4844.91
422.05	4807.46
422.24	4849.59
422.43	4685.75
422.61	4800.44
422.80	4938.53
422.99	4891.72
423.18	4908.10
423.37	5095.35
423.56	4880.02
423.75	4894.06
423.94	4795.76
424.13	4557.02
424.32	4746.61
424.50	5032.15
424.69	5093.01
424.88	5142.16
425.07	4971.30
425.26	4770.01
425.45	4898.74
425.64	4760.65
425.83	4964.28
426.01	5081.30
426.20	5027.47
426.39	4973.64
426.58	4896.40
426.77	5022.79
426.96	5181.95
427.15	5020.45
427.33	5125.77
427.52	5177.26
427.71	5226.42
427.90	5252.16
428.09	5242.80
428.28	5252.16
428.46	5390.25
428.65	5238.12
428.84	5327.06
429.03	5582.18
429.22	5327.06
429.40	5467.49
429.59	5383.23
429.78	5247.48
429.97	5081.30
430.16	5542.39
430.34	5572.82
430.53	5624.31
430.72	5586.86
430.91	5453.45
431.10	5537.71
431.28	5605.58
431.47	5795.17
431.66	5804.53
431.85	5659.42
432.03	5966.03
432.22	5877.09
432.41	5795.17
432.60	5790.49
432.79	5905.17
432.97	6022.20
433.16	6066.67
433.35	6092.41
433.54	5954.32
433.72	5996.45
433.91	6113.48
434.10	6195.40
434.28	6104.12
434.47	6195.40
434.66	6246.89
434.85	6230.51
435.03	6392.00
435.22	6291.36
435.41	6532.44
435.59	6417.75
435.78	6417.75
435.97	6429.45
436.16	6305.40
436.34	6387.32
436.53	6464.56
436.72	6544.14
436.90	6312.42
437.09	6530.09
437.28	6471.58
437.46	6399.02
437.65	6565.20
437.84	6614.35
438.02	6848.41
438.21	6555.84
438.40	6619.04
438.58	6963.09
438.77	7103.53
438.96	6724.36
439.14	7148.00
439.33	7145.66
439.52	7227.57
439.70	7232.26
439.89	7225.23
440.08	7143.32
440.26	7295.45
440.45	7297.79
440.63	7435.88
440.82	7545.89
441.01	7456.95
441.19	7602.06
441.38	7758.88
441.57	7564.61
441.75	7681.64
441.94	7936.76
442.12	7880.58
442.31	7906.33
442.50	8011.65
442.68	8187.19
442.87	8112.30
443.05	7960.16
443.24	8156.77
443.43	8145.06
443.61	8180.17
443.80	8269.11
443.98	8086.55
444.17	7871.22
444.35	8138.04
444.54	8198.90
444.73	8397.84
444.91	8404.86
445.10	8407.20
445.28	8234.00
445.47	8201.24
445.65	8358.05
445.84	8344.01
446.02	8313.58
446.21	8287.84
446.39	8332.31
446.58	8456.36
446.77	8711.47
446.95	8163.79
447.14	8355.71
447.32	8545.30
447.51	8180.17
447.69	8308.90
447.88	8592.11
448.06	8557.00
448.25	8444.65
448.43	8521.89
448.62	8582.74
448.80	8475.08
448.99	8606.15
449.17	8610.83
449.36	8610.83
449.54	8629.56
449.73	8931.48
449.91	8922.12
450.10	9015.74
450.28	9043.83
450.46	8966.59
450.65	8968.93
450.83	9018.08
451.02	9074.26
451.20	9226.39
451.39	9111.71
451.57	8966.59
451.76	8926.80
451.94	9163.20
452.13	9252.14
452.31	9165.54
452.49	9158.52
452.68	9298.95
452.86	9310.65
453.05	9425.34
453.23	9610.24
453.42	9392.57
453.60	9245.12
453.78	9437.04
453.97	9338.74
454.15	9479.17
454.34	9509.60
454.52	9671.09
454.70	9474.49
454.89	9673.43
455.07	9657.05
455.26	9635.99
455.44	9891.10
455.62	9856.00
455.81	9785.78
455.99	9884.08
456.17	9750.67
456.36	9951.96
456.54	9858.34
456.73	10277.29
456.91	10221.12
457.09	10274.95
457.28	10665.82
457.46	10279.63
457.64	10616.67
457.83	10448.15
458.01	10298.36
458.19	10436.45
458.38	10518.37
458.56	10630.71
458.74	10628.37
458.93	10597.95
459.11	10710.29
459.29	10649.44
459.48	10700.93
459.66	10588.58
459.84	10747.74
460.03	10986.47
460.21	11019.24
460.39	10984.13
460.57	10803.91
460.76	11300.11
460.94	11178.40
461.12	11157.33
461.31	11047.33
461.49	11218.19
