SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 04 11:42:21 GMT-05:00 2013
User: price-jones
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 100000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
365.73	25.75
365.92	25.75
366.12	25.75
366.32	0.00
366.52	0.00
366.72	0.00
366.91	0.00
367.11	0.00
367.31	0.00
367.51	0.00
367.70	0.00
367.90	0.00
368.10	0.00
368.30	0.00
368.49	0.00
368.69	0.00
368.89	0.00
369.09	0.00
369.28	0.00
369.48	0.00
369.68	0.00
369.87	0.00
370.07	0.00
370.27	60.85
370.47	0.00
370.66	88.94
370.86	39.79
371.06	124.05
371.25	100.64
371.45	35.11
371.65	77.24
371.84	28.09
372.04	65.54
372.24	105.32
372.44	124.05
372.63	88.94
372.83	72.56
373.03	138.09
373.22	112.35
373.42	84.26
373.62	51.49
373.81	147.45
374.01	88.94
374.21	234.05
374.40	166.18
374.60	147.45
374.79	107.66
374.99	124.05
375.19	11.70
375.38	135.75
375.58	30.43
375.78	168.52
375.97	133.41
376.17	159.16
376.37	79.58
376.56	145.11
376.76	140.43
376.95	51.49
377.15	203.63
377.35	168.52
377.54	147.45
377.74	67.88
377.93	100.64
378.13	124.05
378.33	112.35
378.52	56.17
378.72	107.66
378.91	124.05
379.11	70.22
379.31	79.58
379.50	112.35
379.70	152.13
379.89	135.75
380.09	147.45
380.28	114.69
380.48	142.77
380.68	128.73
380.87	107.66
381.07	182.56
381.26	159.16
381.46	149.79
381.65	70.22
381.85	0.00
382.04	72.56
382.24	180.22
382.43	72.56
382.63	102.98
382.83	114.69
383.02	98.30
383.22	138.09
383.41	102.98
383.61	35.11
383.80	95.96
384.00	156.82
384.19	177.88
384.39	88.94
384.58	91.28
384.78	114.69
384.97	201.29
385.17	51.49
385.36	88.94
385.56	100.64
385.75	67.88
385.95	133.41
386.14	124.05
386.34	46.81
386.53	42.13
386.72	126.39
386.92	182.56
387.11	95.96
387.31	170.86
387.50	9.36
387.70	79.58
387.89	131.07
388.09	180.22
388.28	91.28
388.48	91.28
388.67	133.41
388.86	107.66
389.06	152.13
389.25	152.13
389.45	142.77
389.64	126.39
389.84	159.16
390.03	133.41
390.22	105.32
390.42	145.11
390.61	196.60
390.81	189.58
391.00	121.71
391.19	177.88
391.39	133.41
391.58	119.37
391.78	60.85
391.97	131.07
392.16	147.45
392.36	124.05
392.55	105.32
392.75	149.79
392.94	121.71
393.13	152.13
393.33	93.62
393.52	98.30
393.71	135.75
393.91	114.69
394.10	63.19
394.29	102.98
394.49	67.88
394.68	74.90
394.88	67.88
395.07	147.45
395.26	32.77
395.46	201.29
395.65	133.41
395.84	93.62
396.04	131.07
396.23	133.41
396.42	121.71
396.62	60.85
396.81	88.94
397.00	70.22
397.19	133.41
397.39	112.35
397.58	149.79
397.77	138.09
397.97	159.16
398.16	107.66
398.35	65.54
398.55	81.92
398.74	117.03
398.93	117.03
399.12	98.30
399.32	138.09
399.51	112.35
399.70	124.05
399.90	156.82
400.09	58.51
400.28	147.45
400.47	175.54
400.67	131.07
400.86	182.56
401.05	140.43
401.24	126.39
401.44	154.48
401.63	117.03
401.82	198.95
402.01	184.90
402.21	126.39
402.40	156.82
402.59	131.07
402.78	152.13
402.97	173.20
403.17	142.77
403.36	110.01
403.55	170.86
403.74	346.40
403.93	978.34
404.13	1708.59
404.32	1886.47
404.51	1577.52
404.70	880.04
404.89	435.34
405.09	243.42
405.28	173.20
405.47	119.37
405.66	166.18
405.85	159.16
406.05	156.82
406.24	110.01
406.43	138.09
406.62	170.86
406.81	264.48
407.00	229.37
407.20	351.08
407.39	365.12
407.58	334.70
407.77	280.86
407.96	184.90
408.15	156.82
408.34	102.98
408.54	156.82
408.73	88.94
408.92	203.63
409.11	175.54
409.30	154.48
409.49	135.75
409.68	121.71
409.87	100.64
410.07	74.90
410.26	168.52
410.45	91.28
410.64	70.22
410.83	180.22
411.02	163.84
411.21	154.48
411.40	196.60
411.59	189.58
411.78	140.43
411.98	140.43
412.17	147.45
412.36	124.05
412.55	152.13
412.74	124.05
412.93	138.09
413.12	93.62
413.31	77.24
413.50	149.79
413.69	95.96
413.88	191.92
414.07	163.84
414.26	70.22
414.45	126.39
414.64	154.48
414.83	180.22
415.02	182.56
415.22	194.26
415.41	196.60
415.60	212.99
415.79	74.90
415.98	177.88
416.17	135.75
416.36	98.30
416.55	124.05
416.74	124.05
416.93	182.56
417.12	133.41
417.31	163.84
417.50	161.50
417.69	152.13
417.88	187.24
418.07	194.26
418.26	173.20
418.45	145.11
418.64	243.42
418.83	161.50
419.02	135.75
419.21	217.67
419.39	156.82
419.58	198.95
419.77	149.79
419.96	163.84
420.15	234.05
420.34	191.92
420.53	227.03
420.72	229.37
420.91	201.29
421.10	142.77
421.29	152.13
421.48	177.88
421.67	177.88
421.86	131.07
422.05	196.60
422.24	191.92
422.43	222.35
422.61	173.20
422.80	191.92
422.99	149.79
423.18	168.52
423.37	210.65
423.56	154.48
423.75	212.99
423.94	147.45
424.13	156.82
424.32	149.79
424.50	173.20
424.69	175.54
424.88	126.39
425.07	220.01
425.26	154.48
425.45	250.44
425.64	81.92
425.83	170.86
426.01	196.60
426.20	212.99
426.39	234.05
426.58	191.92
426.77	180.22
426.96	201.29
427.15	180.22
427.33	124.05
427.52	182.56
427.71	191.92
427.90	175.54
428.09	198.95
428.28	170.86
428.46	170.86
428.65	203.63
428.84	266.82
429.03	191.92
429.22	135.75
429.40	201.29
429.59	170.86
429.78	220.01
429.97	170.86
430.16	210.65
430.34	241.08
430.53	168.52
430.72	208.31
430.91	210.65
431.10	161.50
431.28	166.18
431.47	241.08
431.66	229.37
431.85	135.75
432.03	248.10
432.22	320.65
432.41	215.33
432.60	159.16
432.79	238.73
432.97	297.25
433.16	250.44
433.35	276.18
433.54	315.97
433.72	299.59
433.91	290.23
434.10	374.49
434.28	369.80
434.47	358.10
434.66	456.40
434.85	559.39
435.03	1568.16
435.22	4980.66
435.41	8636.58
435.59	7939.10
435.78	5188.97
435.97	2621.40
436.16	1100.05
436.34	475.13
436.53	320.65
436.72	332.36
436.90	294.91
437.09	248.10
437.28	215.33
437.46	245.76
437.65	227.03
437.84	220.01
438.02	205.97
438.21	248.10
438.40	252.78
438.58	201.29
438.77	224.69
438.96	264.48
439.14	259.80
439.33	168.52
439.52	266.82
439.70	257.46
439.89	243.42
440.08	297.25
440.26	203.63
440.45	301.93
440.63	180.22
440.82	208.31
441.01	196.60
441.19	217.67
441.38	220.01
441.57	170.86
441.75	212.99
441.94	290.23
442.12	241.08
442.31	224.69
442.50	248.10
